session,turn,stage,end_after_commit_ms,elapsed_ms,slot_wait_ms,scheduler_wait_ms,preprocessing_ms,audio_encoder_ms,image_encoder_ms,prefix_prefill_ms,suffix_ms,suffix_queue_ms,tokens,cached_tokens,computed_tokens,cache_ratio,candidates,batches
sess_dee23864,turn_d0380939_60,child,383.103,175.649,0.01,1.7390192952007055,14.415,0.0,0.0,59.68249193392694,46.952705131843686,0.8562591392546892,1466,993,473,0.6773533424283765,2,1
sess_dee23864,turn_337d2f9b_62,reply-history-route,218.662,218.013,0.022,13.691915897652507,6.757,0.0,0.0,90.29048401862383,111.21754394844174,12.134043965488672,1309,1290,19,0.985485103132162,4,1
sess_dee23864,turn_337d2f9b_62,category,399.861,398.173,0.01,20.95611277036369,76.938,0.0,0.0,99.72718404605985,127.46546790003777,18.124983878806233,9680,8978,702,0.9274793388429752,51,1
sess_dee23864,turn_337d2f9b_62,performance,482.955,480.96,216.395,13.71664390899241,7.31,0.0,0.0,110.42141704820096,74.66025301255286,6.142972968518734,1034,1014,20,0.9806576402321083,48,1
sess_dee23864,turn_337d2f9b_62,child,892.467,492.029,0.008,9.769299300387502,42.136,0.0,0.0,321.2526498828083,55.51130301319063,7.319352123886347,6002,0,6002,0.0,43,1
sess_dee23864,turn_337d2f9b_62,pure-action-reply-validation,1005.002,95.774,0.008,1.9756820984184742,2.884,0.0,0.0,41.74160701222718,45.999678084626794,0.9710451122373343,444,410,34,0.9234234234234234,5,1
sess_dee23864,turn_0f4569ba_63,performance,122.281,121.104,0.017,4.956359043717384,5.394,0.0,0.0,47.60227911174297,53.96728194318712,3.5238880664110184,1026,1014,12,0.9883040935672515,48,1
sess_dee23864,turn_7d9ce243_65,reply-history-route,213.468,212.865,0.018,12.849557911977172,6.812,0.0,0.0,88.25242798775434,109.19643403030932,11.35636493563652,1309,1290,19,0.985485103132162,4,1
sess_dee23864,turn_7d9ce243_65,category,354.206,352.582,0.01,26.629999978467822,74.354,0.0,0.0,98.46457303501666,82.05642295069993,24.60329094901681,9651,8978,673,0.9302662936483266,51,1
sess_dee23864,turn_7d9ce243_65,performance,431.416,429.66,211.324,14.365226263180375,7.217,0.0,0.0,58.569228975102305,69.0512671135366,5.82876312546432,1034,1014,20,0.9806576402321083,48,1
sess_dee23864,turn_7d9ce243_65,child,717.687,362.994,0.009,4.449384054169059,37.58,0.0,0.0,233.88839093968272,42.76192816905677,1.9887310918420553,4592,0,4592,0.0,10,1
sess_dee23864,turn_7d9ce243_65,pure-action-reply-validation,829.352,94.939,0.008,3.6332348827272654,2.647,0.0,0.0,40.21578514948487,47.45502397418022,2.738957991823554,444,410,34,0.9234234234234234,5,1
sess_dee23864,turn_438eb4ea_66,performance,116.608,115.424,0.035,5.158427869901061,5.237,0.0,0.0,48.090635100379586,47.41517291404307,3.626985941082239,1026,1014,12,0.9883040935672515,48,1
sess_dee23864,turn_3b6e1778_67,category,206.819,205.792,0.014,12.410105904564261,33.718,0.0,0.0,98.679861985147,53.06111602112651,4.056663019582629,6822,5998,824,0.8792143066549399,2,1
sess_dee23864,turn_3b6e1778_67,performance,273.401,272.11,0.008,10.2120959199965,5.701,0.0,0.0,49.66224799863994,54.07395493239164,8.33437405526638,1026,1014,12,0.9883040935672515,48,1
sess_dee23864,turn_3b6e1778_67,child,385.327,178.05,0.01,1.7440570518374443,15.45,0.0,0.0,60.295277973636985,48.8084030803293,0.8258030284196138,1466,993,473,0.6773533424283765,2,1
sess_dee23864,turn_358d5122_68,performance,123.701,122.493,0.017,5.652402993291616,6.459,0.0,0.0,51.276435842737556,49.886280903592706,4.084945889189839,1026,1014,12,0.9883040935672515,48,1
sess_939ac65d,turn_ee39cf59_1,category,467.726,466.715,0.014,7.813547970727086,31.963,0.0,0.0,372.98616697080433,48.03994810208678,4.449493950232863,6767,0,6767,0.0,5,1
sess_939ac65d,turn_ee39cf59_1,performance,530.45,529.109,0.008,9.493566118180752,4.765,0.0,0.0,44.24870084039867,51.410030107945204,7.47480895370245,1026,1014,12,0.9883040935672515,48,1
sess_939ac65d,turn_ee39cf59_1,child,663.782,195.494,0.013,1.7114072106778622,16.031,0.0,0.0,87.81956299208105,42.76689398102462,0.904223183169961,1461,0,1461,0.0,4,1
sess_939ac65d,turn_1022818d_13,reply-history-route,201.822,201.153,0.02,15.077695017680526,6.907,0.0,0.0,88.1224861368537,93.37089210748672,9.63001511991024,1307,1290,17,0.9869931140015302,4,1
sess_939ac65d,turn_1022818d_13,category,363.978,362.338,0.012,15.392985893413424,77.25,0.0,0.0,84.35635804198682,112.62613511644304,13.874944997951388,8076,7534,542,0.9328875681030213,51,1
sess_939ac65d,turn_1022818d_13,performance,419.18,417.288,199.45,9.396968875080347,7.306,0.0,0.0,100.81403306685388,48.00418182276189,4.024443915113807,1032,1014,18,0.9825581395348837,48,1
sess_939ac65d,turn_1022818d_13,pure-action-reply-validation,524.786,89.736,0.011,1.7554531805217266,2.714,0.0,0.0,39.15753494948149,43.28505601733923,0.8574200328439474,442,410,32,0.9276018099547512,5,1
sess_939ac65d,turn_1022818d_13,child,1019.898,494.056,0.008,15.539319952949882,25.701,0.0,0.0,307.3932498227805,103.39000192470849,13.154303887858987,5742,0,5742,0.0,79,2
sess_939ac65d,turn_13537c19_15,reply-history-route,195.526,194.898,0.02,10.321573121473193,6.71,0.0,0.0,86.08229598030448,93.079135986045,8.752162102609873,1309,1290,19,0.985485103132162,4,1
sess_939ac65d,turn_13537c19_15,category,303.198,301.657,0.012,15.655359020456672,80.576,0.0,0.0,85.00823401845992,64.57121414132416,13.565151952207088,8078,7534,544,0.9326565981678633,51,1
sess_939ac65d,turn_13537c19_15,performance,374.796,372.964,193.267,9.64886392466724,8.204,0.0,0.0,52.271246910095215,61.09887594357133,4.838147899135947,1034,1014,20,0.9806576402321083,48,1
sess_939ac65d,turn_13537c19_15,reply-speech-mode,442.345,246.64,107.109,4.932251758873463,4.038,0.0,0.0,57.224401040002704,66.90782797522843,1.582569908350706,454,0,454,0.0,2,1
sess_939ac65d,turn_13537c19_15,child,767.92,464.109,70.605,8.397120051085949,41.989,0.0,0.0,216.19498007930815,83.1222808919847,6.018762942403555,4242,0,4242,0.0,44,1
sess_939ac65d,turn_13537c19_15,pure-action-reply-validation,874.296,90.186,0.011,1.750756986439228,3.219,0.0,0.0,39.04096712358296,43.373191030696034,0.8576810359954834,444,410,34,0.9234234234234234,5,1
sess_939ac65d,turn_7e0cfb26_16,performance,123.492,113.111,0.017,4.908926086500287,5.027,0.0,0.0,45.84047384560108,46.32550501264632,3.4746930468827486,1026,1014,12,0.9883040935672515,48,1
sess_939ac65d,turn_2e77021f_17,category,202.176,201.072,0.015,12.169907800853252,33.748,0.0,0.0,97.52156911417842,50.52825203165412,3.910238854587078,6824,5998,826,0.8789566236811255,2,1
sess_939ac65d,turn_2e77021f_17,performance,265.393,264.039,0.009,8.887680945917964,4.873,0.0,0.0,47.29591915383935,52.3713210131973,7.056521018967032,1026,1014,12,0.9883040935672515,48,1
sess_939ac65d,turn_2e77021f_17,child,403.694,201.02,0.011,1.8517710268497467,15.377,0.0,0.0,89.63429811410606,45.53854209370911,0.9385151788592339,1468,0,1468,0.0,2,1
sess_939ac65d,turn_a28591d4_18,performance,117.937,116.258,0.018,5.13583212159574,5.411,0.0,0.0,47.618553042411804,47.2604651004076,3.587645012885332,1026,1014,12,0.9883040935672515,48,1
sess_939ac65d,turn_0ca1ce49_20,reply-history-route,283.994,283.288,0.018,13.978944858536124,9.98,39.704,0.0,110.41715694591403,113.96471108309925,12.242038967087865,1320,1290,30,0.9772727272727273,4,1
sess_939ac65d,turn_0ca1ce49_20,category,421.268,419.516,0.014,28.752325102686882,94.562,0.139,57.739,102.47547389008105,83.39044102467597,26.169575983658433,8334,7534,800,0.9040076793856492,51,1
sess_939ac65d,turn_0ca1ce49_20,performance,590.203,588.174,281.087,9.989814134314656,27.281,0.167,0.0,58.236348908394575,161.96306492201984,5.470294039696455,1045,1014,31,0.970334928229665,48,1
sess_939ac65d,turn_0ca1ce49_20,child,996.873,337.636,0.01,8.948021102696657,29.239,0.167,0.223,216.59677498973906,52.60473699308932,6.003909977152944,4096,0,4096,0.0,41,1
